TransactionID|OrderID|CustomerName|ProductName|OrderDate|ShipDate|ShipMode|SalesAmount,,,,,
4395|CA-2015-142965|Scot Wooten|Fellowes Neat Ideas Storage Cubes|2015-07-20|2015-07-20|Same Day|25.984,,,,,
4396|CA-2015-142965|Scot Wooten|Ibico Plastic Spiral Binding Combs|2015-07-20|2015-07-20|Same Day|27.36,,,,,
5969|CA-2015-141726|Charles Crestani|Xerox 189|2015-07-20|2015-07-22|First Class|104.85,,,,,
5970|CA-2015-141726|Charles Crestani|Wilson Jones Custom Binder Spines & Labels|2015-07-20|2015-07-22|First Class|8.704,,,,,
5971|CA-2015-141726|Charles Crestani|Xerox 1897|2015-07-20|2015-07-22|First Class|19.92,,,,,
5972|CA-2015-141726|Charles Crestani|Nu-Dell Leatherette Frames|2015-07-20|2015-07-22|First Class|43.02,,,,,
7229|CA-2015-157546|Roger Demir|Clear Mylar Reinforcing Strips|2015-07-20|2015-07-22|First Class|89.712,,,,,
7230|CA-2015-157546|Roger Demir|Wirebound Message Books," Two 4 1/4"" x 5"" Forms per Page|2015-07-20|2015-07-22|First Class|22.83",,,,
8130|CA-2015-127866|Jonathan Doherty|Maxell 74 Minute CD-R Spindle, 50/Pack|2015-07-20|2015-07-23|First Class|41.94,,,,
8131|CA-2015-127866|Jonathan Doherty|Xerox 1965|2015-07-20|2015-07-23|First Class|11.96,,,,,
8132|CA-2015-127866|Jonathan Doherty|Newell 348|2015-07-20|2015-07-23|First Class|13.12,,,,,
8133|CA-2015-127866|Jonathan Doherty|Hot File 7-Pocket, Floor Stand|2015-07-20|2015-07-23|First Class|535.41,,,,
1871|CA-2015-116932|Michelle Ellison|Newell 334|2015-07-21|2015-07-25|Standard Class|99.2,,,,,
1872|CA-2015-116932|Michelle Ellison|Global Troy Executive Leather Low-Back Tilter|2015-07-21|2015-07-25|Standard Class|801.568,,,,,
"1873|CA-2015-116932|Michelle Ellison|Hon 30"" x 60"" Table with Locking Drawer|2015-07-21|2015-07-25|Standard Class|272.848",,,,,
8022|CA-2015-129189|Harry Marie|Acco 6 Outlet Guardian Basic Surge Suppressor|2015-07-21|2015-07-25|Standard Class|4.992,,,,,
8023|CA-2015-129189|Harry Marie|Inter-Office Recycled Envelopes, Brown Kraft, Button-String,"10"" x 13"" ", 100/Box|2015-07-21|2015-07-25|Standard Class|87.92,
8024|CA-2015-129189|Harry Marie|Hon Every-Day Series Multi-Task Chairs|2015-07-21|2015-07-25|Standard Class|657.93,,,,,
8025|CA-2015-129189|Harry Marie|Acco Economy Flexible Poly Round Ring Binder|2015-07-21|2015-07-25|Standard Class|1.044,,,,,
8481|CA-2015-109890|Patrick Gardner|Griffin GC17055 Auxiliary Audio Cable|2015-07-21|2015-07-27|Standard Class|35.98,,,,,
483|CA-2015-127691|Erin Mull|Premium Writing Pencils, Soft, #2 by Central Association for the Blind|2015-07-22|2015-07-27|Standard Class|5.96,,,
484|CA-2015-127691|Erin Mull|Logitech G602 Wireless Gaming Mouse|2015-07-22|2015-07-27|Standard Class|159.98,,,,,
7167|CA-2015-117464|Naresj Patel|Newell 32|2015-07-22|2015-07-24|Second Class|11.52,,,,,
7168|CA-2015-117464|Naresj Patel|Global Comet Stacking Armless Chair|2015-07-22|2015-07-24|Second Class|717.72,,,,,
7169|CA-2015-117464|Naresj Patel|Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays|2015-07-22|2015-07-24|Second Class|236.5,,,,,
7170|CA-2015-117464|Naresj Patel|Safco Drafting Table|2015-07-22|2015-07-24|Second Class|170.352,,,,,
9484|CA-2015-122679|Alejandro Ballentine|Crayola Colored Pencils|2015-07-22|2015-07-28|Standard Class|19.68,,,,,
9675|US-2015-164644|John Lucas|Fellowes Bases and Tops For Staxonsteel/High-Stak Systems|2015-07-22|2015-07-24|Second Class|26.632,,,,,
373|US-2015-119137|Arthur Gainer|Wilson Jones Custom Binder Spines & Labels|2015-07-23|2015-07-27|Standard Class|8.16,,,,,
374|US-2015-119137|Arthur Gainer|NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router|2015-07-23|2015-07-27|Standard Class|1023.936,,,,,
375|US-2015-119137|Arthur Gainer|Newell 324|2015-07-23|2015-07-27|Standard Class|9.24,,,,,
376|US-2015-119137|Arthur Gainer|Microsoft Natural Keyboard Elite|2015-07-23|2015-07-27|Standard Class|479.04,,,,,
7411|CA-2015-103058|Alejandro Grove|Case Logic 2.4GHz Wireless Keyboard|2015-07-23|2015-07-24|First Class|99.98,,,,,
9422|CA-2015-145254|Nick Crebassa|VTech DS6151|2015-07-23|2015-07-27|Standard Class|604.752,,,,,
9423|CA-2015-145254|Nick Crebassa|Acme Softgrip Scissors|2015-07-23|2015-07-27|Standard Class|40.7,,,,,
9424|CA-2015-145254|Nick Crebassa|AT&T CL2909|2015-07-23|2015-07-27|Standard Class|302.376,,,,,
9425|CA-2015-145254|Nick Crebassa|Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive|2015-07-23|2015-07-27|Standard Class|45,,,,,
2505|CA-2015-143917|Ken Lonsdale|Fellowes Personal Hanging Folder Files, Navy|2015-07-25|2015-07-27|Second Class|53.72,,,,
2506|CA-2015-143917|Ken Lonsdale|High Speed Automatic Electric Letter Opener|2015-07-25|2015-07-27|Second Class|8187.65,,,,,
2507|CA-2015-143917|Ken Lonsdale|Staple-based wall hangings|2015-07-25|2015-07-27|Second Class|77.92,,,,,
3647|CA-2015-146528|Vicky Freymann|Xerox 1966|2015-07-25|2015-07-27|Second Class|6.48,,,,,
3648|CA-2015-146528|Vicky Freymann|Acme Kleen Earth Office Shears|2015-07-25|2015-07-27|Second Class|15.52,,,,,
"2344|US-2015-155894|Carl Ludwig|Belkin 19"" Vented Equipment Shelf", Black|2015-07-26|2015-07-30|Second Class|123.552,,,,
3838|CA-2015-126760|Kunst Miller|Apple iPhone 5S|2015-07-26|2015-02-08|Standard Class|911.984,,,,,
3839|CA-2015-126760|Kunst Miller|Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs|2015-07-26|2015-02-08|Standard Class|674.352,,,,,
3840|CA-2015-126760|Kunst Miller|Tensor Computer Mounted Lamp|2015-07-26|2015-02-08|Standard Class|134.01,,,,,
3841|CA-2015-126760|Kunst Miller|Logitech Illuminated Ultrathin Keyboard with Backlighting|2015-07-26|2015-02-08|Standard Class|170.97,,,,,
6423|CA-2015-159121|Jack O'Briant|Memorex Micro Travel Drive 16 GB|2015-07-26|2015-01-08|Standard Class|111.93,,,,,
7341|CA-2015-116190|Sheri Gordon|Metal Folding Chairs, Beige, 4/Carton|2015-07-26|2015-01-08|Standard Class|67.88,,,
7342|CA-2015-116190|Sheri Gordon|Avery 485|2015-07-26|2015-01-08|Standard Class|162.89,,,,,
7343|CA-2015-116190|Sheri Gordon|DAX Cubicle Frames, 8-1/2 x 11|2015-07-26|2015-01-08|Standard Class|25.71,,,,
9775|CA-2015-169019|Luke Foster|GBC DocuBind P400 Electric Binding System|2015-07-26|2015-07-30|Standard Class|2177.584,,,,,
9776|CA-2015-169019|Luke Foster|DAX Clear Channel Poster Frame|2015-07-26|2015-07-30|Standard Class|17.496,,,,,
9777|CA-2015-169019|Luke Foster|GBC Premium Transparent Covers with Diagonal Lined Pattern|2015-07-26|2015-07-30|Standard Class|16.784,,,,,
9778|CA-2015-169019|Luke Foster|Microsoft Natural Keyboard Elite|2015-07-26|2015-07-30|Standard Class|431.136,,,,,
9779|CA-2015-169019|Luke Foster|GBC Instant Index System for Binding Systems|2015-07-26|2015-07-30|Standard Class|8.88,,,,,
9780|CA-2015-169019|Luke Foster|Acco 6 Outlet Guardian Standard Surge Suppressor|2015-07-26|2015-07-30|Standard Class|4.836,,,,,
3866|CA-2015-124709|Giulietta Weimer|WD My Passport Ultra 2TB Portable External Hard Drive|2015-07-27|2015-07-29|Second Class|238,,,,,
4580|US-2015-150126|Aaron Smayling|Xerox 1956|2015-07-27|2015-02-08|Standard Class|65.78,,,,,
8888|CA-2015-169642|Barry Blumstein|SAFCO Commercial Wire Shelving, Black|2015-07-27|2015-07-30|Second Class|276.28,,,,
5687|CA-2015-131541|Chloris Kastensmidt|OIC Colored Binder Clips, Assorted Sizes|2015-07-28|2015-07-28|Same Day|14.32,,,,
5688|CA-2015-131541|Chloris Kastensmidt|DataProducts Ampli Magnifier Task Lamp, Black,|2015-07-28|2015-07-28|Same Day|129.888,,,
"5689|CA-2015-131541|Chloris Kastensmidt|#10- 4 1/8"" x 9 1/2"" Recycled Envelopes|2015-07-28|2015-07-28|Same Day|48.944",,,,,
"5162|CA-2015-111192|Tom Stivers|Rush Hierlooms Collection 1"" Thick Stackable Bookcases|2015-07-30|2015-05-08|Standard Class|1367.84",,,,,
9267|CA-2015-125759|Nathan Mautz|Master Caster Door Stop, Large Brown|2015-08-02|2015-09-02|First Class|14.56,,,,
3836|CA-2015-100363|Jim Mitchum|Binder Clips by OIC|2015-08-04|2015-04-15|Standard Class|2.368,,,,,
3837|CA-2015-100363|Jim Mitchum|Things To Do Today Spiral Book|2015-08-04|2015-04-15|Standard Class|19.008,,,,,
5927|US-2015-118997|Ruben Ausman|SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine|2015-08-04|2015-12-04|Standard Class|1215.92,,,
6381|US-2015-163797|Pauline Chand|Alliance Super-Size Bands, Assorted Sizes|2015-08-04|2015-04-13|Standard Class|49.792,,,,
7047|CA-2015-150581|Nathan Mautz|Bevis 36 x 72 Conference Tables|2015-08-04|2015-12-04|Standard Class|99.592,,,,,
7048|CA-2015-150581|Nathan Mautz|Logitech Wireless Headset h800|2015-08-04|2015-12-04|Standard Class|399.96,,,,,
7410|CA-2015-121769|John Stevenson|Riverside Furniture Stanwyck Manor Table Series|2015-08-04|2015-12-04|Standard Class|172.11,,,,,
8800|CA-2015-116666|Kean Thornton|Hewlett Packard LaserJet 3310 Copier|2015-08-05|2015-10-05|First Class|1799.97,,,,,
2750|US-2015-141257|Carlos Soltero|Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back|2015-08-06|2015-06-14|Standard Class|585.552,,,,
3842|US-2015-109162|Katrina Edelman|Situations Contoured Folding Chairs, 4/Set|2015-08-06|2015-12-06|Standard Class|170.352,,,,
"9367|CA-2015-108147|Rick Duston|Green Canvas Binder for 8-1/2"" x 14"" Sheets|2015-08-06|2015-06-13|Standard Class|68.48",,,,,
9368|CA-2015-108147|Rick Duston|Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units|2015-08-06|2015-06-13|Standard Class|1676.88,,,,
4780|CA-2015-150301|Michelle Huthwaite|Situations Contoured Folding Chairs, 4/Set|2015-08-07|2015-10-07|First Class|63.882,,,,
6288|CA-2015-100090|Ed Braxton|Hon 2111 Invitation Series Corner Table|2015-08-07|2015-12-07|Standard Class|502.488,,,,,
6289|CA-2015-100090|Ed Braxton|Wilson Jones Ledger-Size, Piano-Hinge Binder," 2""", Blue|2015-08-07|2015-12-07|Standard Class|196.704,,
595|CA-2015-131450|Lena Radford|Fellowes Superior 10 Outlet Split Surge Protector|2015-08-08|2015-08-15|Standard Class|76.12,,,,,
596|CA-2015-131450|Lena Radford|Sharp AL-1530CS Digital Copier|2015-08-08|2015-08-15|Standard Class|1199.976,,,,,
597|CA-2015-131450|Lena Radford|AT&T 1070 Corded Phone|2015-08-08|2015-08-15|Standard Class|445.96,,,,,
598|CA-2015-131450|Lena Radford|Dana Halogen Swing-Arm Architect Lamp|2015-08-08|2015-08-15|Standard Class|327.76,,,,,
1466|CA-2015-151708|Maria Bertelson|Eldon Delta Triangular Chair Mat," 52"" x 58""", Clear|2015-08-08|2015-08-14|Standard Class|121.376,,,
1467|CA-2015-151708|Maria Bertelson|SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card|2015-08-08|2015-08-14|Standard Class|95.976,,,,,
2751|CA-2015-154669|Tamara Manning|Advantus Rolling Drawer Organizers|2015-08-08|2015-11-08|Second Class|423.28,,,,,
5069|CA-2015-124478|Matt Abelman|Sharp 1540cs Digital Laser Copier|2015-08-08|2015-12-08|Standard Class|549.99,,,,,
5070|CA-2015-124478|Matt Abelman|Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets|2015-08-08|2015-12-08|Standard Class|167.535,,,,
5071|CA-2015-124478|Matt Abelman|Globe Weis Peel & Seel First Class Envelopes|2015-08-08|2015-12-08|Standard Class|38.34,,,,,
5072|CA-2015-124478|Matt Abelman|Nu-Dell Float Frame 11 x 14 1/2|2015-08-08|2015-12-08|Standard Class|53.88,,,,,
5073|CA-2015-124478|Matt Abelman|Motorola Droid Maxx|2015-08-08|2015-12-08|Standard Class|299.98,,,,,
8955|CA-2015-156790|Vivek Gonzalez|O'Sullivan 2-Shelf Heavy-Duty Bookcases|2015-08-08|2015-10-08|Second Class|155.456,,,,,
165|CA-2015-139892|Becky Martin|BIC Brite Liner Highlighters|2015-08-09|2015-12-09|Standard Class|9.936,,,,,
166|CA-2015-139892|Becky Martin|Lexmark MX611dhe Monochrome Laser Printer|2015-08-09|2015-12-09|Standard Class|8159.952,,,,,
167|CA-2015-139892|Becky Martin|Space Solutions HD Industrial Steel Shelving.|2015-08-09|2015-12-09|Standard Class|275.928,,,,,
168|CA-2015-139892|Becky Martin|SAFCO Arco Folding Chair|2015-08-09|2015-12-09|Standard Class|1740.06,,,,,
169|CA-2015-139892|Becky Martin|Sanford Liquid Accent Highlighters|2015-08-09|2015-12-09|Standard Class|32.064,,,,,
170|CA-2015-139892|Becky Martin|Kensington 7 Outlet MasterPiece Power Center|2015-08-09|2015-12-09|Standard Class|177.98,,,,,
171|CA-2015-139892|Becky Martin|JBL Micro Wireless Portable Bluetooth Speaker|2015-08-09|2015-12-09|Standard Class|143.976,,,,,
739|CA-2015-132500|Gary Zandusky|Logitech Wireless Touch Keyboard K400|2015-08-09|2015-12-09|Standard Class|49.98,,,,,
837|US-2015-115987|Lisa Hazard|GBC ProClick Punch Binding System|2015-08-09|2015-09-13|Second Class|51.184,,,,,
1279|CA-2015-163293|Karen Carlisle|Memorex Froggy Flash Drive 4 GB|2015-08-09|2015-11-09|First Class|32.97,,,,,
1280|CA-2015-163293|Karen Carlisle|Maxell 74 Minute CD-R Spindle, 50/Pack|2015-08-09|2015-11-09|First Class|83.88,,,,
3450|CA-2015-168592|Dennis Pardue|Holmes Replacement Filter for HEPA Air Cleaner, Medium Room|2015-08-09|2015-09-14|Standard Class|56.65,,,,
3451|CA-2015-168592|Dennis Pardue|Pizazz Global Quick File|2015-08-09|2015-09-14|Standard Class|14.97,,,,,
3452|CA-2015-168592|Dennis Pardue|Ideal Clamps|2015-08-09|2015-09-14|Standard Class|4.02,,,,,
4134|CA-2015-128839|Ted Trevino|Advantus Plastic Paper Clips|2015-08-09|2015-09-13|Standard Class|45,,,,,
4135|CA-2015-128839|Ted Trevino|Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner|2015-08-09|2015-09-13|Standard Class|209.97,,,,
4314|CA-2015-123127|Stefania Perrino|Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210|2015-08-09|2015-12-09|Standard Class|16.78,,,,,
4850|CA-2015-107818|Marc Crier|Prang Colored Pencils|2015-08-09|2015-09-14|Standard Class|5.88,,,,,
4851|CA-2015-107818|Marc Crier|Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back|2015-08-09|2015-09-14|Standard Class|975.92,,,,
4852|CA-2015-107818|Marc Crier|Hunt PowerHouse Electric Pencil Sharpener, Blue|2015-08-09|2015-09-14|Standard Class|303.84,,,,
4853|CA-2015-107818|Marc Crier|Carina Double Wide Media Storage Towers in Natural & Black|2015-08-09|2015-09-14|Standard Class|485.88,,,,,
5290|CA-2015-146283|Kean Takahito|Geographics Note Cards, Blank, White," 8 1/2"" x 11""|2015-08-09|2015-09-15|Standard Class|17.904",,
5291|CA-2015-146283|Kean Takahito|SAFCO Arco Folding Chair|2015-08-09|2015-09-15|Standard Class|966.7,,,,,
5292|CA-2015-146283|Kean Takahito|Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate|2015-08-09|2015-09-15|Standard Class|182.112,,,,
8707|CA-2015-146815|Paul Prost|Global Super Steno Chair|2015-08-09|2015-09-13|Standard Class|172.764,,,,,
8708|CA-2015-146815|Paul Prost|Nontoxic Chalk|2015-08-09|2015-09-13|Standard Class|3.52,,,,,
9450|CA-2015-140032|Toby Swindell|Acco PRESSTEX Data Binder with Storage Hooks, Light Blue," 9 1/2"" X 11""|2015-08-09|2015-09-13|Standard Class|8.608",,,
7677|CA-2015-142951|Jack Garza|Maxell 74 Minute CDR, 10/Pack|2015-08-10|2015-08-10|Same Day|23.472,,,,
8853|CA-2015-119977|Duane Noonan|Xerox 197|2015-08-10|2015-10-13|Second Class|123.92,,,,,
5766|US-2015-126340|Emily Burns|Toshiba IPT2010-SD IP Telephone|2015-08-11|2015-11-14|Standard Class|333.576,,,,,
1794|CA-2015-104773|Thomas Boland|Companion Letter/Legal File, Black|2015-08-12|2015-12-13|Standard Class|60.416,,,,
3665|CA-2015-129364|Tim Brockman|Avery 499|2015-08-12|2015-12-13|Standard Class|27.888,,,,,
3666|CA-2015-129364|Tim Brockman|Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue," 9 1/2"" X 11""|2015-08-12|2015-12-13|Standard Class|6.456",,,
3667|CA-2015-129364|Tim Brockman|Samsung HM1900 Bluetooth Headset|2015-08-12|2015-12-13|Standard Class|52.68,,,,,
3668|CA-2015-129364|Tim Brockman|Acco Side-Punched Conventional Columnar Pads|2015-08-12|2015-12-13|Standard Class|13.88,,,,,
3669|CA-2015-129364|Tim Brockman|SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card|2015-08-12|2015-12-13|Standard Class|103.92,,,,,
3670|CA-2015-129364|Tim Brockman|Avery 492|2015-08-12|2015-12-13|Standard Class|11.52,,,,,
3671|CA-2015-129364|Tim Brockman|Xerox 232|2015-08-12|2015-12-13|Standard Class|10.368,,,,,
3672|CA-2015-129364|Tim Brockman|Adjustable Personal File Tote|2015-08-12|2015-12-13|Standard Class|39.072,,,,,
3715|CA-2015-135608|Jim Karlsson|Xerox 1964|2015-08-12|2015-10-12|Second Class|45.68,,,,,
3716|CA-2015-135608|Jim Karlsson|DMI Arturo Collection Mission-style Design Wood Chair|2015-08-12|2015-10-12|Second Class|603.92,,,,,
9213|CA-2015-144071|Denny Joy|Luxo Economy Swing Arm Lamp|2015-08-12|2015-12-15|Standard Class|39.88,,,,,
9214|CA-2015-144071|Denny Joy|DAX Natural Wood-Tone Poster Frame|2015-08-12|2015-12-15|Standard Class|79.44,,,,,
3295|CA-2015-138023|Keith Herrera|GBC Durable Plastic Covers|2015-08-15|2015-08-18|First Class|30.96,,,,,
6793|CA-2015-141005|Christine Sundaresam|Premium Transparent Presentation Covers by GBC|2015-08-15|2015-08-18|First Class|62.94,,,,,
8995|CA-2015-109043|Christine Sundaresam|Xerox 1955|2015-08-15|2015-08-17|First Class|91.36,,,,,
8996|CA-2015-109043|Christine Sundaresam|Fellowes Superior 10 Outlet Split Surge Protector|2015-08-15|2015-08-17|First Class|152.24,,,,,
1690|CA-2015-142839|Troy Staebel|Chromcraft Rectangular Conference Tables|2015-08-16|2015-08-20|Standard Class|853.092,,,,,
2045|CA-2015-129168|Ken Black|Xerox 203|2015-08-17|2015-08-23|Standard Class|15.552,,,,,
2531|CA-2015-111500|Don Jones|Xerox 1929|2015-08-17|2015-08-21|Standard Class|114.2,,,,,
2532|CA-2015-111500|Don Jones|Avery Non-Stick Binders|2015-08-17|2015-08-21|Standard Class|17.96,,,,,
2533|CA-2015-111500|Don Jones|Colored Push Pins|2015-08-17|2015-08-21|Standard Class|12.67,,,,,
2534|CA-2015-111500|Don Jones|Logitech Gaming G510s - Keyboard|2015-08-17|2015-08-21|Standard Class|339.96,,,,,
2340|CA-2015-121727|Jim Karlsson|Turquoise Lead Holder with Pocket Clip|2015-08-19|2015-08-24|Standard Class|10.72,,,,,
2377|US-2015-164616|Maxwell Schwartz|GBC DocuBind P50 Personal Binding Machine|2015-08-19|2015-08-21|Second Class|76.776,,,,,
2378|US-2015-164616|Maxwell Schwartz|Acme Kleencut Forged Steel Scissors|2015-08-19|2015-08-21|Second Class|9.184,,,,,
4089|US-2015-156559|Lena Hernandez|Hon Metal Bookcases, Gray|2015-08-19|2015-08-26|Standard Class|638.82,,,,
7003|CA-2015-133158|David Wiener|Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting|2015-08-19|2015-08-21|Second Class|289.24,,,,
7004|CA-2015-133158|David Wiener|Satellite Sectional Post Binders|2015-08-19|2015-08-21|Second Class|69.456,,,,,
8246|US-2015-143581|Bill Shonely|Space Solutions HD Industrial Steel Shelving.|2015-08-19|2015-08-23|Standard Class|344.91,,,,,
5800|CA-2015-166716|Craig Reiter|Global Leather and Oak Executive Chair, Black|2015-08-20|2015-08-25|Second Class|421.372,,,,
9733|CA-2015-114321|Nick Crebassa|Safco Chair Connectors, 6/Carton|2015-08-20|2015-08-25|Standard Class|500.24,,,,
9734|CA-2015-114321|Nick Crebassa|Riverleaf Stik-Withit Designer Note Cubes|2015-08-20|2015-08-25|Standard Class|20.12,,,,,
9735|CA-2015-114321|Nick Crebassa|GBC DocuBind TL300 Electric Binding System|2015-08-20|2015-08-25|Standard Class|896.99,,,,,
4303|CA-2015-123253|Deanra Eno|Faber Castell Col-Erase Pencils|2015-08-22|2015-08-25|Second Class|3.912,,,,,
8941|CA-2015-130918|Jeremy Pistek|Acme Serrated Blade Letter Opener|2015-08-22|2015-08-24|Second Class|7.632,,,,,
9366|US-2015-166828|Jennifer Ferguson|Xerox 1899|2015-08-22|2015-08-25|First Class|11.56,,,,,
2338|CA-2015-110639|Rick Hansen|Xerox 1994|2015-08-23|2015-08-23|Same Day|25.92,,,,,
2339|CA-2015-110639|Rick Hansen|Personal Creations Ink Jet Cards and Labels|2015-08-23|2015-08-23|Same Day|45.92,,,,,
6672|CA-2015-154837|Robert Barroso|GBC Linen Binding Covers|2015-08-23|2015-08-27|Second Class|49.568,,,,,
7020|CA-2015-124737|Arthur Prichep|Xerox 1976|2015-08-23|2015-08-27|Standard Class|15.552,,,,,
7021|CA-2015-124737|Arthur Prichep|Acme Titanium Bonded Scissors|2015-08-23|2015-08-27|Standard Class|6.8,,,,,
7022|CA-2015-124737|Arthur Prichep|Regeneration Desk Collection|2015-08-23|2015-08-27|Standard Class|4.224,,,,,
7023|CA-2015-124737|Arthur Prichep|Cisco SPA525G2 IP Phone - Wireless|2015-08-23|2015-08-27|Standard Class|143.64,,,,,
7024|CA-2015-124737|Arthur Prichep|Xerox 1931|2015-08-23|2015-08-27|Standard Class|31.104,,,,,
7025|CA-2015-124737|Arthur Prichep|Xerox 1988|2015-08-23|2015-08-27|Standard Class|223.056,,,,,
8695|US-2015-112795|Corey Roper|Xerox 1993|2015-08-23|2015-08-28|Second Class|19.44,,,,,
3028|CA-2015-106719|Robert Barroso|SlimView Poly Binder," 3/8""|2015-08-24|2015-08-24|Same Day|8.288",,,,
3133|CA-2015-107916|Jennifer Patt|G.E. Longer-Life Indoor Recessed Floodlight Bulbs|2015-08-24|2015-08-26|First Class|13.28,,,,,
"3134|CA-2015-107916|Jennifer Patt|Wilson Jones 1"" Hanging DublLock Ring Binders|2015-08-24|2015-08-26|First Class|12.672",,,,,
5913|CA-2015-120432|Dorothy Wardle|Acme Titanium Bonded Scissors|2015-08-24|2015-08-26|Second Class|25.5,,,,,
114|CA-2015-115259|Ryan Crowe|OIC Colored Binder Clips, Assorted Sizes|2015-08-25|2015-08-27|Second Class|40.096,,,,
115|CA-2015-115259|Ryan Crowe|Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2|2015-08-25|2015-08-27|Second Class|4.72,,,,
116|CA-2015-115259|Ryan Crowe|Xerox 1921|2015-08-25|2015-08-27|Second Class|23.976,,,,,
117|CA-2015-115259|Ryan Crowe|Tyvek  Top-Opening Peel & Seel Envelopes, Plain White|2015-08-25|2015-08-27|Second Class|130.464,,,,
5944|CA-2015-104178|Janet Molinari|Eldon 200 Class Desk Accessories, Smoke|2015-08-25|2015-08-29|Standard Class|6.28,,,,
5945|CA-2015-104178|Janet Molinari|SanDisk Cruzer 32 GB USB Flash Drive|2015-08-25|2015-08-29|Standard Class|95.1,,,,,
5946|CA-2015-104178|Janet Molinari|Xerox 23|2015-08-25|2015-08-29|Standard Class|25.92,,,,,
5947|CA-2015-104178|Janet Molinari|Portable Personal File Box|2015-08-25|2015-08-29|Standard Class|48.84,,,,,
6579|CA-2015-103660|Mitch Webber|Polycom VVX 310 VoIP phone|2015-08-25|2015-08-30|Standard Class|1007.944,,,,,
"8459|CA-2015-126200|Joe Elijah|Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders", 800 sheets|2015-08-25|2015-08-29|Standard Class|25.68,,,,
8460|CA-2015-126200|Joe Elijah|Square Ring Data Binders, Rigid 75 Pt. Covers," 11"" x 14-7/8""|2015-08-25|2015-08-29|Standard Class|12.384",,,
8885|CA-2015-107398|Brendan Sweed|Wilson Jones Custom Binder Spines & Labels|2015-08-25|2015-08-30|Standard Class|6.528,,,,,
8886|CA-2015-107398|Brendan Sweed|Insertable Tab Indexes For Data Binders|2015-08-25|2015-08-30|Standard Class|2.862,,,,,
8887|CA-2015-107398|Brendan Sweed|Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl|2015-08-25|2015-08-30|Standard Class|20.856,,,,
187|CA-2015-123260|Frank Merwin|SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card|2015-08-26|2015-08-30|Standard Class|176.8,,,,,
5334|CA-2015-103331|Karl Braun|Acrylic Self-Standing Desk Frames|2015-08-26|2015-01-09|Standard Class|10.68,,,,,
5335|CA-2015-103331|Karl Braun|Xerox 1978|2015-08-26|2015-01-09|Standard Class|17.34,,,,,
5336|CA-2015-103331|Karl Braun|Avoid Verbal Orders Carbonless Minifold Book|2015-08-26|2015-01-09|Standard Class|3.38,,,,,
7823|US-2015-115413|Paul Prost|Newell 340|2015-08-26|2015-01-09|Standard Class|8.64,,,,,
7824|US-2015-115413|Paul Prost|Plantronics Audio 478 Stereo USB Headset|2015-08-26|2015-01-09|Standard Class|149.97,,,,,
19|CA-2015-143336|Zuschuss Donatelli|Newell 341|2015-08-27|2015-01-09|Second Class|8.56,,,,,
20|CA-2015-143336|Zuschuss Donatelli|Cisco SPA 501G IP Phone|2015-08-27|2015-01-09|Second Class|213.48,,,,,
21|CA-2015-143336|Zuschuss Donatelli|Wilson Jones Hanging View Binder, White," 1""|2015-08-27|2015-01-09|Second Class|22.72",,,
3483|CA-2015-124688|Corey Catlett|GE 30522EE2|2015-08-27|2015-08-29|First Class|579.95,,,,,
3484|CA-2015-124688|Corey Catlett|Master Caster Door Stop, Large Neon Orange|2015-08-27|2015-08-29|First Class|29.12,,,,
3485|CA-2015-124688|Corey Catlett|Bretford CR8500 Series Meeting Room Furniture|2015-08-27|2015-08-29|First Class|1202.94,,,,,
6170|CA-2015-101266|Michael Moore|Xerox 1898|2015-08-27|2015-08-30|Second Class|13.36,,,,,
1651|CA-2015-135699|Hilary Holden|Xerox 1940|2015-08-29|2015-08-29|Same Day|109.92,,,,,
1652|CA-2015-135699|Hilary Holden|Xerox 1986|2015-08-29|2015-08-29|Same Day|13.36,,,,,
1898|CA-2015-169775|Ryan Akin|Jiffy Padded Mailers with Self-Seal Closure|2015-08-29|2015-02-09|Second Class|29.808,,,,,
1899|CA-2015-169775|Ryan Akin|GBC DocuBind 200 Manual Binding Machine|2015-08-29|2015-02-09|Second Class|505.176,,,,,
